--- Report Estrazione PDF: Witcher-v1.3.pdf ---
Data: 2026-04-16 09:36:07

--- Dettagli Immagini ---
Pag001_L1_SenzaSezione_01.png | Nome PDF: 30d661eb-d650-40ca-ae0b-607943fa877c | Dim: 753x235px | CS: DeviceGray
Pag194_L194_Il Cuore di Nilfgaard_01.png | Nome PDF: 5ece88c3-d5db-4329-b484-03cdd39a4661 | Dim: 404x486px | CS: DeviceGray
Pag194_L194_Il Cuore di Nilfgaard_02.png | Nome PDF: Im0 | Dim: 404x486px | CS: DeviceRGB
Pag195_L195_Gemmera_01.png | Nome PDF: 9561ab7e-a2c1-46db-b174-583bb909ba5d | Dim: 350x423px | CS: DeviceGray
Pag195_L195_Gemmera_02.png | Nome PDF: Im0 | Dim: 352x423px | CS: DeviceRGB
Pag195_L195_Gemmera_03.png | Nome PDF: Im1 | Dim: 350x423px | CS: DeviceRGB
Pag195_L195_Gemmera_04.png | Nome PDF: Im2 | Dim: 352x423px | CS: DeviceRGB
Pag195_L195_Gemmera_05.png | Nome PDF: c526acd5-b0c8-4d2a-823f-129514ebb985 | Dim: 352x423px | CS: DeviceGray
Pag195_L195_Gemmera_06.png | Nome PDF: c6ac673e-bcdb-4a7c-bd4b-5a58474cf6d8 | Dim: 352x423px | CS: DeviceGray
Pag196_L196_Metinna_01.png | Nome PDF: 07cd0470-0eef-4211-a174-5b6287580104 | Dim: 352x423px | CS: DeviceGray
Pag196_L196_Metinna_02.png | Nome PDF: 84d9d134-558f-40e9-a47e-84ebc3814571 | Dim: 352x423px | CS: DeviceGray
Pag196_L196_Metinna_03.png | Nome PDF: Im0 | Dim: 352x423px | CS: DeviceRGB
Pag196_L196_Metinna_04.png | Nome PDF: Im1 | Dim: 352x423px | CS: DeviceRGB
Pag196_L196_Metinna_05.png | Nome PDF: Im2 | Dim: 346x423px | CS: DeviceRGB
Pag196_L196_Metinna_06.png | Nome PDF: bbe884c7-9fb9-4814-9d22-fb8661c03c5f | Dim: 346x423px | CS: DeviceGray
Pag197_L197_Mag Turga_01.png | Nome PDF: 1d907da9-6c4d-483f-accf-26b496cb4256 | Dim: 352x423px | CS: DeviceGray
Pag197_L197_Mag Turga_02.png | Nome PDF: 604b2c03-3db5-4f2b-b0ea-387995bb4bc7 | Dim: 347x423px | CS: DeviceGray
Pag197_L197_Mag Turga_03.png | Nome PDF: Im0 | Dim: 352x423px | CS: DeviceRGB
Pag197_L197_Mag Turga_04.png | Nome PDF: Im1 | Dim: 347x423px | CS: DeviceRGB
Pag197_L197_Mag Turga_05.png | Nome PDF: Im2 | Dim: 352x423px | CS: DeviceRGB
Pag197_L197_Mag Turga_06.png | Nome PDF: ce942346-d941-4686-aa08-2242f7b7d574 | Dim: 352x423px | CS: DeviceGray
Pag198_L198_Cintra_01.png | Nome PDF: 830f2d16-9fc2-4a15-b72e-d09679757838 | Dim: 352x423px | CS: DeviceGray
Pag198_L198_Cintra_02.png | Nome PDF: 93fad064-c457-45bd-84cf-bd178b35f02c | Dim: 346x423px | CS: DeviceGray
Pag198_L198_Cintra_03.png | Nome PDF: Im0 | Dim: 346x423px | CS: DeviceRGB
Pag198_L198_Cintra_04.png | Nome PDF: Im1 | Dim: 352x423px | CS: DeviceRGB
Pag198_L198_Cintra_05.png | Nome PDF: Im2 | Dim: 352x423px | CS: DeviceRGB
Pag198_L198_Cintra_06.png | Nome PDF: fc5d9743-88cc-4a6f-9f4d-f604c59d91ae | Dim: 352x423px | CS: DeviceGray
Pag199_L199_Oltre i Confini_01.png | Nome PDF: Im0 | Dim: 759x1438px | CS: DeviceRGB
Pag200_L200_Zerrikania_01.png | Nome PDF: Im0 | Dim: 403x403px | CS: DeviceRGB
Pag200_L200_Zerrikania_02.png | Nome PDF: Im1 | Dim: 403x403px | CS: DeviceRGB
Pag200_L200_Zerrikania_03.png | Nome PDF: d97e0588-3bc3-4e9b-baf6-21df07bcd361 | Dim: 403x403px | CS: DeviceGray
Pag200_L200_Zerrikania_04.png | Nome PDF: f80704e9-406d-4a9f-8268-57c2a4b83377 | Dim: 403x403px | CS: DeviceGray
Pag201_L201_Potenti Alleanze_01.png | Nome PDF: Im0 | Dim: 1279x911px | CS: DeviceRGB
Pag202_L202_Witcher_01.png | Nome PDF: 1a636788-f291-46fe-bba1-6f105cecd457 | Dim: 403x403px | CS: DeviceGray
Pag202_L202_Witcher_02.png | Nome PDF: Im0 | Dim: 403x403px | CS: DeviceRGB
Pag202_L202_Witcher_03.png | Nome PDF: Im0 | Dim: 3x702px | CS: DeviceRGB
Pag203_L203_Witcher_01.png | Nome PDF: Im0 | Dim: 1278x702px | CS: DeviceRGB
Pag204_L204_Maghi_01.png | Nome PDF: 412eb9ab-3150-4b58-99dc-500301416247 | Dim: 403x403px | CS: DeviceGray
Pag204_L204_Maghi_02.png | Nome PDF: Im0 | Dim: 403x403px | CS: DeviceRGB
Pag205_L205_Scoia’tael_01.png | Nome PDF: 57cd5eb5-d91a-4124-850c-d7e984dc84dd | Dim: 403x403px | CS: DeviceGray
Pag205_L205_Scoia’tael_02.png | Nome PDF: Im0 | Dim: 403x403px | CS: DeviceRGB
Pag205_L205_Scoia’tael_03.png | Nome PDF: Im1 | Dim: 403x403px | CS: DeviceRGB
Pag205_L205_Scoia’tael_04.png | Nome PDF: ce815aa7-a4fe-44eb-bcd9-5072448883a8 | Dim: 403x403px | CS: DeviceGray
Pag206_L206_Luna Crescente_01.png | Nome PDF: 199dffe0-9bb3-4c53-8528-31133995cb61 | Dim: 403x403px | CS: DeviceGray
Pag206_L206_Luna Crescente_02.png | Nome PDF: 4aed42b1-7a8b-406e-9fcf-94915dc4b2a7 | Dim: 381x381px | CS: DeviceGray
Pag206_L206_Luna Crescente_03.png | Nome PDF: Im0 | Dim: 381x381px | CS: DeviceRGB
Pag206_L206_Luna Crescente_04.png | Nome PDF: Im1 | Dim: 403x403px | CS: DeviceRGB
Pag206_L206_Luna Crescente_05.png | Nome PDF: Im0 | Dim: 3x702px | CS: DeviceRGB
Pag207_L207_Potenti Religioni_01.png | Nome PDF: 073ce94b-7a43-4433-a449-efcaacda4f42 | Dim: 237x357px | CS: DeviceGray
Pag207_L207_Potenti Religioni_02.png | Nome PDF: Im0 | Dim: 237x357px | CS: DeviceRGB
Pag207_L207_Potenti Religioni_03.png | Nome PDF: Im0 | Dim: 1277x702px | CS: DeviceRGB
Pag208_L208_Fuoco Eterno_01.png | Nome PDF: 06f9ac50-9b76-4540-97c7-0c92bb0effc0 | Dim: 403x403px | CS: DeviceGray
Pag208_L208_Fuoco Eterno_02.png | Nome PDF: 8e1dc7cc-25ca-4cdc-916c-d8e64f2486a1 | Dim: 381x381px | CS: DeviceGray
Pag208_L208_Fuoco Eterno_03.png | Nome PDF: Im0 | Dim: 381x381px | CS: DeviceRGB
Pag208_L208_Fuoco Eterno_04.png | Nome PDF: Im1 | Dim: 403x403px | CS: DeviceRGB
Pag209_L209_Il Grande Sole_01.png | Nome PDF: 918e039c-53f6-491b-b8b6-a364e980763e | Dim: 403x403px | CS: DeviceGray
Pag209_L209_Il Grande Sole_02.png | Nome PDF: 95795948-188b-40b9-95a0-9b6e6761af43 | Dim: 381x381px | CS: DeviceGray
Pag209_L209_Il Grande Sole_03.png | Nome PDF: Im0 | Dim: 381x381px | CS: DeviceRGB
Pag209_L209_Il Grande Sole_04.png | Nome PDF: Im1 | Dim: 403x403px | CS: DeviceRGB
Pag210_L210_Il Grande Sole_01.png | Nome PDF: Im0 | Dim: 1278x1655px | CS: DeviceRGB
Pag211_L211_Guida del Game Master_01.png | Nome PDF: Im1 | Dim: 93x93px | CS: DeviceRGB
Pag211_L211_Guida del Game Master_02.png | Nome PDF: Im2 | Dim: 93x93px | CS: DeviceRGB
Pag211_L211_Guida del Game Master_03.png | Nome PDF: Im3 | Dim: 93x93px | CS: DeviceRGB
Pag211_L211_Guida del Game Master_04.png | Nome PDF: Im4 | Dim: 93x93px | CS: DeviceRGB
Pag211_L211_Guida del Game Master_05.png | Nome PDF: Im5 | Dim: 93x93px | CS: DeviceRGB
Pag211_L211_Guida del Game Master_06.png | Nome PDF: Im6 | Dim: 93x93px | CS: DeviceRGB
Pag213_L213_Guida del Game Master_01.png | Nome PDF: Im0 | Dim: 759x1162px | CS: DeviceRGB
Pag214_L214_Guida del Game Master_01.png | Nome PDF: Im0 | Dim: 756x1023px | CS: DeviceRGB
Pag217_L217_Narrare The Witcher_01.png | Nome PDF: Im0 | Dim: 758x1438px | CS: DeviceRGB
Pag218_L218_Narrare The Witcher_01.png | Nome PDF: 41c792e7-ec56-48b3-8c58-bd43568474f7 | Dim: 756x1023px | CS: DeviceGray
Pag218_L218_Narrare The Witcher_02.png | Nome PDF: Im0 | Dim: 756x1023px | CS: DeviceRGB
Pag219_L219_Incontri_01.png | Nome PDF: Im0 | Dim: 1277x593px | CS: DeviceRGB
Pag220_L220_Incontri_01.png | Nome PDF: Im0 | Dim: 1280x943px | CS: DeviceRGB
Pag220_L220_Incontri_02.png | Nome PDF: Im0 | Dim: 149x404px | CS: DeviceRGB
Pag220_L220_Incontri_03.png | Nome PDF: Im0 | Dim: 127x404px | CS: DeviceRGB
Pag220_L220_Incontri_04.png | Nome PDF: Im0 | Dim: 179x404px | CS: DeviceRGB
Pag221_L221_Ricompense_01.png | Nome PDF: Im0 | Dim: 5x943px | CS: DeviceRGB
Pag222_L222_Ricompense_01.png | Nome PDF: Im0 | Dim: 758x1320px | CS: DeviceRGB
Pag222_L222_Ricompense_02.png | Nome PDF: Im0 | Dim: 3x700px | CS: DeviceRGB
Pag223_L223_Oggetti Casuali_01.png | Nome PDF: Im0 | Dim: 1278x700px | CS: DeviceRGB
Pag223_L223_Oggetti Casuali_02.png | Nome PDF: Im0 | Dim: 1057x836px | CS: DeviceRGB
Pag225_L225_Reliquie e Min-Max_01.png | Nome PDF: Im0 | Dim: 758x1438px | CS: DeviceRGB
Pag226_L226_PNG Buoni_01.png | Nome PDF: Im0 | Dim: 345x836px | CS: DeviceRGB
Pag226_L226_PNG Buoni_02.png | Nome PDF: Im0 | Dim: 480x836px | CS: DeviceRGB
Pag227_L227_Campagne_01.png | Nome PDF: Im0 | Dim: 1280x887px | CS: DeviceRGB
Pag229_L229_Campagne_01.png | Nome PDF: Im0 | Dim: 1278x1655px | CS: DeviceRGB
Pag230_L230_Maledizioni_01.png | Nome PDF: Im0 | Dim: 65x404px | CS: DeviceRGB
Pag231_L231_Maledizioni_01.png | Nome PDF: Im0 | Dim: 1277x475px | CS: DeviceRGB
Pag231_L231_Maledizioni_02.png | Nome PDF: Im0 | Dim: 530x543px | CS: DeviceRGB
Pag231_L231_Maledizioni_03.png | Nome PDF: Im0 | Dim: 439x543px | CS: DeviceRGB
Pag232_L232_Situazione Attuale_01.png | Nome PDF: Im0 | Dim: 759x1228px | CS: DeviceRGB
Pag233_L233_Situazione Attuale_01.png | Nome PDF: Im0 | Dim: 458x836px | CS: DeviceRGB
Pag233_L233_Situazione Attuale_02.png | Nome PDF: Im0 | Dim: 527x836px | CS: DeviceRGB
Pag234_L234_Situazione Attuale_01.png | Nome PDF: Im0 | Dim: 1198x895px | CS: DeviceRGB
Pag235_L235_Situazione Attuale_01.png | Nome PDF: Im0 | Dim: 1277x699px | CS: DeviceRGB
Pag235_L235_Situazione Attuale_02.png | Nome PDF: Im0 | Dim: 800x894px | CS: DeviceRGB
Pag236_L236_Situazione Attuale_01.png | Nome PDF: Im0 | Dim: 1278x1655px | CS: DeviceRGB
Pag237_L237_Witcher_01.png | Nome PDF: Im1 | Dim: 93x93px | CS: DeviceRGB
Pag237_L237_Witcher_02.png | Nome PDF: Im2 | Dim: 93x93px | CS: DeviceRGB
Pag237_L237_Witcher_03.png | Nome PDF: Im3 | Dim: 93x93px | CS: DeviceRGB
Pag237_L237_Witcher_04.png | Nome PDF: Im4 | Dim: 93x93px | CS: DeviceRGB
Pag237_L237_Witcher_05.png | Nome PDF: Im5 | Dim: 93x93px | CS: DeviceRGB
Pag237_L237_Witcher_06.png | Nome PDF: Im6 | Dim: 93x93px | CS: DeviceRGB
Pag238_L238_Background dei Witcher_01.png | Nome PDF: Im0 | Dim: 436x836px | CS: DeviceRGB
Pag238_L238_Background dei Witcher_02.png | Nome PDF: Im0 | Dim: 249x836px | CS: DeviceRGB
Pag239_L239_Background dei Witcher_01.png | Nome PDF: Im0 | Dim: 281x836px | CS: DeviceRGB
Pag239_L239_Background dei Witcher_02.png | Nome PDF: Im0 | Dim: 691x836px | CS: DeviceRGB
Pag240_L240_Background dei Witcher_01.png | Nome PDF: Im0 | Dim: 809x836px | CS: DeviceRGB
Pag240_L240_Background dei Witcher_02.png | Nome PDF: Im0 | Dim: 413x836px | CS: DeviceRGB
Pag241_L241_Vita da Witcher_01.png | Nome PDF: Im0 | Dim: 1279x878px | CS: DeviceRGB
Pag241_L241_Vita da Witcher_02.png | Nome PDF: Im0 | Dim: 192x836px | CS: DeviceRGB
Pag242_L242_Vita da Witcher_01.png | Nome PDF: Im0 | Dim: 957x836px | CS: DeviceRGB
Pag243_L243_Vita da Witcher_01.png | Nome PDF: Im0 | Dim: 1278x641px | CS: DeviceRGB
Pag243_L243_Vita da Witcher_02.png | Nome PDF: Im0 | Dim: 341x836px | CS: DeviceRGB
Pag243_L243_Vita da Witcher_03.png | Nome PDF: Im0 | Dim: 225x233px | CS: DeviceRGB
Pag243_L243_Vita da Witcher_04.png | Nome PDF: Im0 | Dim: 126x404px | CS: DeviceRGB
Pag244_L244_Vita da Witcher_01.png | Nome PDF: Im0 | Dim: 758x856px | CS: DeviceRGB
Pag244_L244_Vita da Witcher_02.png | Nome PDF: Im0 | Dim: 186x404px | CS: DeviceRGB
Pag244_L244_Vita da Witcher_03.png | Nome PDF: Im0 | Dim: 338x404px | CS: DeviceRGB
Pag244_L244_Vita da Witcher_04.png | Nome PDF: Im0 | Dim: 96x404px | CS: DeviceRGB
Pag245_L245_Vita da Witcher_01.png | Nome PDF: Im0 | Dim: 370x696px | CS: DeviceRGB
Pag245_L245_Vita da Witcher_02.png | Nome PDF: Im0 | Dim: 222x402px | CS: DeviceRGB
Pag245_L245_Vita da Witcher_03.png | Nome PDF: Im0 | Dim: 860x866px | CS: DeviceRGB
Pag245_L245_Vita da Witcher_04.png | Nome PDF: Im0 | Dim: 154x233px | CS: DeviceRGB
Pag246_L246_Equipaggiamento da Witcher_01.png | Nome PDF: Im0 | Dim: 759x1377px | CS: DeviceRGB
Pag247_L247_Equipaggiamento da Witcher_01.png | Nome PDF: Im0 | Dim: 148x836px | CS: DeviceRGB
Pag248_L248_Equipaggiamento da Witcher_01.png | Nome PDF: Im0 | Dim: 660x401px | CS: DeviceRGB
Pag248_L248_Equipaggiamento da Witcher_02.png | Nome PDF: Im0 | Dim: 409x836px | CS: DeviceRGB
Pag248_L248_Equipaggiamento da Witcher_03.png | Nome PDF: Im0 | Dim: 401x500px | CS: DeviceRGB
Pag249_L249_Equipaggiamento da Witcher_01.png | Nome PDF: Im0 | Dim: 112x836px | CS: DeviceRGB
Pag249_L249_Equipaggiamento da Witcher_02.png | Nome PDF: Im0 | Dim: 617x836px | CS: DeviceRGB
Pag249_L249_Equipaggiamento da Witcher_03.png | Nome PDF: Im0 | Dim: 211x836px | CS: DeviceRGB
Pag250_L250_Equipaggiamento da Witcher_01.png | Nome PDF: Im0 | Dim: 532x836px | CS: DeviceRGB
Pag250_L250_Equipaggiamento da Witcher_02.png | Nome PDF: Im0 | Dim: 628x836px | CS: DeviceRGB
Pag251_L251_Mutageni_01.png | Nome PDF: Im0 | Dim: 1279x572px | CS: DeviceRGB
Pag251_L251_Mutageni_02.png | Nome PDF: Im0 | Dim: 553x836px | CS: DeviceRGB
Pag252_L252_Mutageni_01.png | Nome PDF: Im0 | Dim: 1278x1655px | CS: DeviceRGB
Pag253_L253_Esperimenti, Rune e Reliquie_01.png | Nome PDF: Im1 | Dim: 93x93px | CS: DeviceRGB
Pag253_L253_Esperimenti, Rune e Reliquie_02.png | Nome PDF: Im2 | Dim: 93x93px | CS: DeviceRGB
Pag253_L253_Esperimenti, Rune e Reliquie_03.png | Nome PDF: Im3 | Dim: 93x93px | CS: DeviceRGB
Pag253_L253_Esperimenti, Rune e Reliquie_04.png | Nome PDF: Im4 | Dim: 93x93px | CS: DeviceRGB
Pag253_L253_Esperimenti, Rune e Reliquie_05.png | Nome PDF: Im5 | Dim: 93x93px | CS: DeviceRGB
Pag253_L253_Esperimenti, Rune e Reliquie_06.png | Nome PDF: Im6 | Dim: 93x93px | CS: DeviceRGB
Pag254_L254_Tecnologia Sperimentale_01.png | Nome PDF: Im0 | Dim: 512x836px | CS: DeviceRGB
Pag255_L255_Tecnologia Sperimentale_01.png | Nome PDF: Im0 | Dim: 301x1128px | CS: DeviceRGB
Pag255_L255_Tecnologia Sperimentale_02.png | Nome PDF: Im0 | Dim: 294x836px | CS: DeviceRGB
Pag255_L255_Tecnologia Sperimentale_03.png | Nome PDF: Im0 | Dim: 173x1128px | CS: DeviceRGB
Pag255_L255_Tecnologia Sperimentale_04.png | Nome PDF: Im0 | Dim: 241x1128px | CS: DeviceRGB
Pag256_L256_Rune e Glifi_01.png | Nome PDF: Im0 | Dim: 301x836px | CS: DeviceRGB
Pag256_L256_Rune e Glifi_02.png | Nome PDF: Im0 | Dim: 337x836px | CS: DeviceRGB
Pag257_L257_Reliquie_01.png | Nome PDF: Im0 | Dim: 460x1128px | CS: DeviceRGB
Pag257_L257_Reliquie_02.png | Nome PDF: Im0 | Dim: 506x1128px | CS: DeviceRGB
Pag258_L258_Reliquie_01.png | Nome PDF: Im0 | Dim: 481x1128px | CS: DeviceRGB
Pag258_L258_Reliquie_02.png | Nome PDF: Im0 | Dim: 441x1128px | CS: DeviceRGB
Pag259_L259_Reliquie_01.png | Nome PDF: Im0 | Dim: 440x1128px | CS: DeviceRGB
Pag260_L260_Reliquie_01.png | Nome PDF: Im0 | Dim: 395x1128px | CS: DeviceRGB
Pag261_L261_Reliquie_01.png | Nome PDF: Im0 | Dim: 483x1128px | CS: DeviceRGB
Pag261_L261_Reliquie_02.png | Nome PDF: Im0 | Dim: 417x1128px | CS: DeviceRGB
Pag262_L262_Reliquie_01.png | Nome PDF: Im0 | Dim: 480x1128px | CS: DeviceRGB
Pag262_L262_Reliquie_02.png | Nome PDF: Im0 | Dim: 457x1128px | CS: DeviceRGB
Pag263_L263_Reliquie_01.png | Nome PDF: Im0 | Dim: 476x1128px | CS: DeviceRGB
Pag263_L263_Reliquie_02.png | Nome PDF: Im0 | Dim: 541x1128px | CS: DeviceRGB
Pag264_L264_Reliquie_01.png | Nome PDF: Im0 | Dim: 1278x828px | CS: DeviceRGB
Pag264_L264_Reliquie_02.png | Nome PDF: Im0 | Dim: 540x1128px | CS: DeviceRGB
Pag265_L265_Reliquie_01.png | Nome PDF: Im0 | Dim: 3x828px | CS: DeviceRGB
Pag265_L265_Reliquie_02.png | Nome PDF: Im0 | Dim: 607x1128px | CS: DeviceRGB
Pag266_L266_Reliquie_01.png | Nome PDF: Im0 | Dim: 1280x1653px | CS: DeviceRGB
Pag267_L267_Bestiario_01.png | Nome PDF: 06a36f2e-f388-4b3b-8820-a363c86d5734 | Dim: 93x93px | CS: DeviceGray
Pag267_L267_Bestiario_02.png | Nome PDF: 1cb6751b-0f81-4561-9c32-9fa959425e06 | Dim: 93x93px | CS: DeviceGray
Pag267_L267_Bestiario_03.png | Nome PDF: 1ce36b3d-5872-4dbb-b844-465254dd5977 | Dim: 93x93px | CS: DeviceGray
Pag267_L267_Bestiario_04.png | Nome PDF: 7c2b1673-aad4-424c-939b-cb68b180ea03 | Dim: 93x93px | CS: DeviceGray
Pag267_L267_Bestiario_05.png | Nome PDF: Im0 | Dim: 5x1653px | CS: DeviceRGB
Pag267_L267_Bestiario_06.png | Nome PDF: Im2 | Dim: 93x93px | CS: DeviceRGB
Pag267_L267_Bestiario_07.png | Nome PDF: Im3 | Dim: 93x93px | CS: DeviceRGB
Pag267_L267_Bestiario_08.png | Nome PDF: Im4 | Dim: 93x93px | CS: DeviceRGB
Pag267_L267_Bestiario_09.png | Nome PDF: Im5 | Dim: 93x93px | CS: DeviceRGB
Pag267_L267_Bestiario_10.png | Nome PDF: Im6 | Dim: 93x93px | CS: DeviceRGB
Pag267_L267_Bestiario_11.png | Nome PDF: Im7 | Dim: 93x93px | CS: DeviceRGB
Pag267_L267_Bestiario_12.png | Nome PDF: caf96a77-e6e4-41c9-93e2-279af465b18f | Dim: 93x93px | CS: DeviceGray
Pag267_L267_Bestiario_13.png | Nome PDF: eac374c8-f87e-4402-86cf-22a47c9341b9 | Dim: 93x93px | CS: DeviceGray
Pag268_L268_Tipologie di Mostro_01.png | Nome PDF: 0451ad51-905c-4c77-b108-1fb3823b17f5 | Dim: 177x177px | CS: DeviceGray
Pag268_L268_Tipologie di Mostro_02.png | Nome PDF: Im0 | Dim: 177x177px | CS: DeviceRGB
Pag268_L268_Tipologie di Mostro_03.png | Nome PDF: Im1 | Dim: 177x177px | CS: DeviceRGB
Pag268_L268_Tipologie di Mostro_04.png | Nome PDF: Im2 | Dim: 177x177px | CS: DeviceRGB
Pag268_L268_Tipologie di Mostro_05.png | Nome PDF: Im3 | Dim: 177x177px | CS: DeviceRGB
Pag268_L268_Tipologie di Mostro_06.png | Nome PDF: Im4 | Dim: 177x177px | CS: DeviceRGB
Pag268_L268_Tipologie di Mostro_07.png | Nome PDF: Im5 | Dim: 177x177px | CS: DeviceRGB
Pag268_L268_Tipologie di Mostro_08.png | Nome PDF: Im6 | Dim: 177x177px | CS: DeviceRGB
Pag268_L268_Tipologie di Mostro_09.png | Nome PDF: Im7 | Dim: 177x177px | CS: DeviceRGB
Pag268_L268_Tipologie di Mostro_10.png | Nome PDF: b9cfd080-58a3-4bc0-ad7b-599f09a10df8 | Dim: 177x177px | CS: DeviceGray
Pag269_L269_Tipologie di Mostro_01.png | Nome PDF: 08366aeb-7623-4f82-b075-3bd5e105f495 | Dim: 177x177px | CS: DeviceGray
Pag269_L269_Tipologie di Mostro_02.png | Nome PDF: Im0 | Dim: 177x177px | CS: DeviceRGB
Pag269_L269_Tipologie di Mostro_03.png | Nome PDF: Im1 | Dim: 177x177px | CS: DeviceRGB
Pag269_L269_Tipologie di Mostro_04.png | Nome PDF: Im2 | Dim: 177x177px | CS: DeviceRGB
Pag269_L269_Tipologie di Mostro_05.png | Nome PDF: Im3 | Dim: 177x177px | CS: DeviceRGB
Pag269_L269_Tipologie di Mostro_06.png | Nome PDF: Im4 | Dim: 611x1438px | CS: DeviceRGB
Pag270_L270_Tipologie di Mostro_01.png | Nome PDF: Im0 | Dim: 959x1448px | CS: DeviceRGB
Pag270_L270_Tipologie di Mostro_02.png | Nome PDF: Im2 | Dim: 476x157px | CS: DeviceGray
Pag270_L270_Tipologie di Mostro_03.png | Nome PDF: Im0 | Dim: 65x128px | CS: DeviceRGB
Pag270_L270_Tipologie di Mostro_04.png | Nome PDF: Im0 | Dim: 272x127px | CS: DeviceRGB
Pag270_L270_Tipologie di Mostro_05.png | Nome PDF: Im0 | Dim: 243x131px | CS: DeviceRGB
Pag270_L270_Tipologie di Mostro_06.png | Nome PDF: Im0 | Dim: 89x128px | CS: DeviceRGB
Pag270_L270_Tipologie di Mostro_07.png | Nome PDF: Im0 | Dim: 159x465px | CS: DeviceRGB
Pag271_L271_Banditi_01.png | Nome PDF: Im0 | Dim: 217x405px | CS: DeviceRGB
Pag271_L271_Banditi_02.png | Nome PDF: Im0 | Dim: 249x405px | CS: DeviceRGB
Pag271_L271_Banditi_03.png | Nome PDF: Im0 | Dim: 430x405px | CS: DeviceRGB
Pag272_L272_Banditi_01.png | Nome PDF: Im0 | Dim: 963x1444px | CS: DeviceRGB
Pag272_L272_Banditi_02.png | Nome PDF: Im0 | Dim: 273x131px | CS: DeviceRGB
Pag272_L272_Banditi_03.png | Nome PDF: Im0 | Dim: 157x465px | CS: DeviceRGB
Pag273_L273_Maghi_01.png | Nome PDF: Im0 | Dim: 466x233px | CS: DeviceRGB
Pag273_L273_Maghi_02.png | Nome PDF: Im0 | Dim: 216x405px | CS: DeviceRGB
Pag273_L273_Maghi_03.png | Nome PDF: Im0 | Dim: 171x405px | CS: DeviceRGB
Pag273_L273_Maghi_04.png | Nome PDF: Im0 | Dim: 200x234px | CS: DeviceRGB
Pag274_L274_Maghi_01.png | Nome PDF: Im0 | Dim: 963x1444px | CS: DeviceRGB
Pag275_L275_Arcieri Scoia’tael_01.png | Nome PDF: Im0 | Dim: 209x237px | CS: DeviceRGB
Pag275_L275_Arcieri Scoia’tael_02.png | Nome PDF: Im0 | Dim: 246x405px | CS: DeviceRGB
Pag275_L275_Arcieri Scoia’tael_03.png | Nome PDF: Im0 | Dim: 279x405px | CS: DeviceRGB
Pag275_L275_Arcieri Scoia’tael_04.png | Nome PDF: Im0 | Dim: 65x234px | CS: DeviceRGB
Pag276_L276_Arcieri Scoia’tael_01.png | Nome PDF: Im0 | Dim: 959x1448px | CS: DeviceRGB
Pag277_L277_Drowner_01.png | Nome PDF: Im0 | Dim: 467x237px | CS: DeviceRGB
Pag277_L277_Drowner_02.png | Nome PDF: Im0 | Dim: 338x405px | CS: DeviceRGB
Pag277_L277_Drowner_03.png | Nome PDF: Im0 | Dim: 125x405px | CS: DeviceRGB
Pag277_L277_Drowner_04.png | Nome PDF: Im0 | Dim: 121x405px | CS: DeviceRGB
Pag277_L277_Drowner_05.png | Nome PDF: Im0 | Dim: 179x234px | CS: DeviceRGB
Pag278_L278_Drowner_01.png | Nome PDF: Im0 | Dim: 959x1448px | CS: DeviceRGB
Pag279_L279_Ghoul_01.png | Nome PDF: Im0 | Dim: 445x233px | CS: DeviceRGB
Pag279_L279_Ghoul_02.png | Nome PDF: Im0 | Dim: 338x405px | CS: DeviceRGB
Pag279_L279_Ghoul_03.png | Nome PDF: Im0 | Dim: 172x405px | CS: DeviceRGB
Pag279_L279_Ghoul_04.png | Nome PDF: Im0 | Dim: 65x234px | CS: DeviceRGB
Pag280_L280_Ghoul_01.png | Nome PDF: Im0 | Dim: 959x1448px | CS: DeviceRGB
Pag281_L281_Streghe dei Sepolcri_01.png | Nome PDF: Im0 | Dim: 466x233px | CS: DeviceRGB
Pag281_L281_Streghe dei Sepolcri_02.png | Nome PDF: Im0 | Dim: 368x405px | CS: DeviceRGB
Pag281_L281_Streghe dei Sepolcri_03.png | Nome PDF: Im0 | Dim: 186x405px | CS: DeviceRGB
Pag281_L281_Streghe dei Sepolcri_04.png | Nome PDF: Im0 | Dim: 227x405px | CS: DeviceRGB
Pag281_L281_Streghe dei Sepolcri_05.png | Nome PDF: Im0 | Dim: 241x234px | CS: DeviceRGB
Pag282_L282_Streghe dei Sepolcri_01.png | Nome PDF: Im0 | Dim: 963x1448px | CS: DeviceRGB
Pag283_L283_Wraith_01.png | Nome PDF: Im0 | Dim: 582x233px | CS: DeviceRGB
Pag283_L283_Wraith_02.png | Nome PDF: Im0 | Dim: 369x405px | CS: DeviceRGB
Pag283_L283_Wraith_03.png | Nome PDF: Im0 | Dim: 173x405px | CS: DeviceRGB
Pag283_L283_Wraith_04.png | Nome PDF: Im0 | Dim: 222x234px | CS: DeviceRGB
Pag284_L284_Wraith_01.png | Nome PDF: Im0 | Dim: 963x1444px | CS: DeviceRGB
Pag285_L285_Wraith Diurni_01.png | Nome PDF: Im0 | Dim: 786x233px | CS: DeviceRGB
Pag285_L285_Wraith Diurni_02.png | Nome PDF: Im0 | Dim: 340x405px | CS: DeviceRGB
Pag285_L285_Wraith Diurni_03.png | Nome PDF: Im0 | Dim: 155x405px | CS: DeviceRGB
