--- Report Estrazione PDF: Witcher - Libro dei Racconti (italian).pdf ---
Data: 2026-04-16 09:34:31

--- Dettagli Immagini ---
Pag001_L1_SenzaSezione_01.png | Nome PDF: Im0 | Dim: 2828x1849px | CS: DeviceRGB
Immagini/Pag036_L36_Pardus di Korath_06.png
Immagini/Pag036_L36_Pardus di Korath_07.png
Immagini/Pag036_L36_Pardus di Korath_08.png
Immagini/Pag036_L36_Pardus di Korath_09.png
Immagini/Pag037_L37_Pardus di Korath_01.png
Immagini/Pag037_L37_Pardus di Korath_02.png
Immagini/Pag037_L37_Pardus di Korath_03.png
Immagini/Pag037_L37_Pardus di Korath_04.png
Immagini/Pag038_L38_PNG_01.png
Immagini/Pag038_L38_PNG_02.png
Immagini/Pag038_L38_PNG_03.png
Immagini/Pag039_L39_PNG_01.png
Immagini/Pag039_L39_PNG_02.png
Immagini/Pag039_L39_PNG_03.png
Immagini/Pag039_L39_PNG_04.png
Immagini/Pag040_L40_Mappe_01.png
Immagini/Pag041_L41_Mappe_01.png
Immagini/Pag042_L42_Mappe_01.png
Immagini/Pag043_L43_Mappe_01.png
Immagini/Pag044_L44_Mappe_01.png
Immagini/Pag045_L45_Mappe_01.png
Immagini/Pag046_L46_Mappe_01.png
Immagini/Pag047_L47_Mappe_01.png
Immagini/Pag048_L48_Mappe_01.png
Immagini/Pag049_L49_Fredde Menzogne_01.png
Immagini/Pag051_L51_Fredde Menzogne_01.png
Immagini/Pag053_L53_Fredde Menzogne_01.png
Immagini/Pag053_L53_Fredde Menzogne_02.png
Immagini/Pag053_L53_Fredde Menzogne_03.png
Immagini/Pag054_L54_Fredde Menzogne_01.png
Immagini/Pag054_L54_Fredde Menzogne_02.png
Immagini/Pag056_L56_Fredde Menzogne_01.png
Immagini/Pag062_L62_Fredde Menzogne_01.png
Immagini/Pag063_L63_Fredde Menzogne_01.png
Immagini/Pag064_L64_PNG_01.png
Immagini/Pag064_L64_PNG_02.png
Immagini/Pag064_L64_PNG_03.png
Immagini/Pag064_L64_PNG_04.png
Immagini/Pag064_L64_PNG_05.png
Immagini/Pag064_L64_PNG_06.png
Immagini/Pag064_L64_PNG_07.png
Immagini/Pag064_L64_PNG_08.png
Immagini/Pag065_L65_PNG_01.png
Immagini/Pag065_L65_PNG_02.png
Immagini/Pag065_L65_PNG_03.png
Immagini/Pag065_L65_PNG_04.png
Immagini/Pag065_L65_PNG_05.png
Immagini/Pag065_L65_PNG_06.png
Immagini/Pag065_L65_PNG_07.png
Immagini/Pag065_L65_PNG_08.png
Immagini/Pag066_L66_PNG_01.png
Immagini/Pag066_L66_PNG_02.png
Immagini/Pag067_L67_Mappe_01.png
Immagini/Pag068_L68_Mappe_01.png
Immagini/Pag069_L69_Mappe_01.png
Immagini/Pag070_L70_Mappe_01.png
Immagini/Pag071_L71_Omicidio a Maribor_01.png
Immagini/Pag074_L74_Omicidio a Maribor_01.png
Immagini/Pag074_L74_Omicidio a Maribor_02.png
Immagini/Pag074_L74_Omicidio a Maribor_03.png
Immagini/Pag075_L75_Omicidio a Maribor_01.png
Immagini/Pag075_L75_Omicidio a Maribor_02.png
Immagini/Pag076_L76_Omicidio a Maribor_01.png
Immagini/Pag076_L76_Omicidio a Maribor_02.png
Immagini/Pag076_L76_Omicidio a Maribor_03.png
Immagini/Pag077_L77_Omicidio a Maribor_01.png
Immagini/Pag077_L77_Omicidio a Maribor_02.png
Immagini/Pag077_L77_Omicidio a Maribor_03.png
Immagini/Pag077_L77_Omicidio a Maribor_04.png
Immagini/Pag078_L78_Omicidio a Maribor_01.png
Immagini/Pag078_L78_Omicidio a Maribor_02.png
Immagini/Pag079_L79_Omicidio a Maribor_01.png
Immagini/Pag080_L80_Omicidio a Maribor_01.png
Immagini/Pag081_L81_Omicidio a Maribor_01.png
Immagini/Pag082_L82_Omicidio a Maribor_01.png
Immagini/Pag083_L83_PNG_01.png
Immagini/Pag083_L83_PNG_02.png
Immagini/Pag083_L83_PNG_03.png
Immagini/Pag083_L83_PNG_04.png
Immagini/Pag083_L83_PNG_05.png
Immagini/Pag083_L83_PNG_06.png
Immagini/Pag083_L83_PNG_07.png
Immagini/Pag083_L83_PNG_08.png
Immagini/Pag083_L83_PNG_09.png
Immagini/Pag083_L83_PNG_10.png
Immagini/Pag084_L84_PNG_01.png
Immagini/Pag084_L84_PNG_02.png
Immagini/Pag084_L84_PNG_03.png
Immagini/Pag084_L84_PNG_04.png
Immagini/Pag084_L84_PNG_05.png
Immagini/Pag084_L84_PNG_06.png
Immagini/Pag084_L84_PNG_07.png
Immagini/Pag085_L85_PNG_01.png
Immagini/Pag085_L85_PNG_02.png
Immagini/Pag085_L85_PNG_03.png
Immagini/Pag085_L85_PNG_04.png
Immagini/Pag085_L85_PNG_05.png
Immagini/Pag085_L85_PNG_06.png
Immagini/Pag085_L85_PNG_07.png
Immagini/Pag086_L86_PNG_01.png
Immagini/Pag086_L86_PNG_02.png
Immagini/Pag086_L86_PNG_03.png
Immagini/Pag086_L86_PNG_04.png
Immagini/Pag086_L86_PNG_05.png
Immagini/Pag087_L87_Mappe_01.png
Immagini/Pag088_L88_Mappe_01.png
Immagini/Pag089_L89_Mappe_01.png
Immagini/Pag090_L90_Mappe_01.png
Immagini/Pag091_L91_Mappe_01.png
Immagini/Pag092_L92_Mappe_01.png
Immagini/Pag092_L92_Mappe_02.png
Immagini/Pag093_L93_Mappe_01.png
Immagini/Pag094_L94_Mappe_01.png
Immagini/Pag095_L95_Nell’Arena_01.png
Immagini/Pag097_L97_Nell’Arena_01.png
Immagini/Pag098_L98_Nell’Arena_01.png
Immagini/Pag098_L98_Nell’Arena_02.png
Immagini/Pag098_L98_Nell’Arena_03.png
Immagini/Pag099_L99_Nell’Arena_01.png
Immagini/Pag100_L100_Nell’Arena_01.png
Immagini/Pag100_L100_Nell’Arena_02.png
Immagini/Pag100_L100_Nell’Arena_03.png
Immagini/Pag101_L101_Nell’Arena_01.png
Immagini/Pag102_L102_Nell’Arena_01.png
Immagini/Pag102_L102_Nell’Arena_02.png
Immagini/Pag103_L103_Nell’Arena_01.png
Immagini/Pag103_L103_Nell’Arena_02.png
Immagini/Pag104_L104_Nell’Arena_01.png
Immagini/Pag104_L104_Nell’Arena_02.png
Immagini/Pag104_L104_Nell’Arena_03.png
Immagini/Pag105_L105_Nell’Arena_01.png
Immagini/Pag105_L105_Nell’Arena_02.png
Immagini/Pag106_L106_Nell’Arena_01.png
Immagini/Pag107_L107_Nell’Arena_01.png
Immagini/Pag107_L107_Nell’Arena_02.png
Immagini/Pag107_L107_Nell’Arena_03.png
Immagini/Pag107_L107_Nell’Arena_04.png
Immagini/Pag108_L108_Nell’Arena_01.png
Immagini/Pag108_L108_Nell’Arena_02.png
Immagini/Pag108_L108_Nell’Arena_03.png
Immagini/Pag109_L109_Nell’Arena_01.png
Immagini/Pag109_L109_Nell’Arena_02.png
Immagini/Pag109_L109_Nell’Arena_03.png
Immagini/Pag110_L110_Nell’Arena_01.png
Immagini/Pag111_L111_Oritteropo_01.png
Immagini/Pag111_L111_Oritteropo_02.png
Immagini/Pag111_L111_Oritteropo_03.png
Immagini/Pag111_L111_Oritteropo_04.png
Immagini/Pag111_L111_Oritteropo_05.png
Immagini/Pag111_L111_Oritteropo_06.png
Immagini/Pag111_L111_Oritteropo_07.png
Immagini/Pag111_L111_Oritteropo_08.png
Immagini/Pag111_L111_Oritteropo_09.png
Immagini/Pag111_L111_Oritteropo_10.png
Immagini/Pag111_L111_Oritteropo_11.png
Immagini/Pag111_L111_Oritteropo_12.png
Immagini/Pag111_L111_Oritteropo_13.png
Immagini/Pag111_L111_Oritteropo_14.png
Immagini/Pag111_L111_Oritteropo_15.png
Immagini/Pag112_L112_Gigascorpione_01.png
Immagini/Pag112_L112_Gigascorpione_02.png
Immagini/Pag112_L112_Gigascorpione_03.png
Immagini/Pag112_L112_Gigascorpione_04.png
Immagini/Pag112_L112_Gigascorpione_05.png
Immagini/Pag112_L112_Gigascorpione_06.png
Immagini/Pag112_L112_Gigascorpione_07.png
Immagini/Pag112_L112_Gigascorpione_08.png
Immagini/Pag112_L112_Gigascorpione_09.png
Immagini/Pag112_L112_Gigascorpione_10.png
Immagini/Pag113_L113_Gigascorpione_01.png
Immagini/Pag114_L114_PNG_01.png
Immagini/Pag115_L115_PNG_01.png
Immagini/Pag115_L115_PNG_02.png
Immagini/Pag115_L115_PNG_03.png
Immagini/Pag115_L115_PNG_04.png
Immagini/Pag115_L115_PNG_05.png
Immagini/Pag115_L115_PNG_06.png
Immagini/Pag115_L115_PNG_07.png
Immagini/Pag116_L116_PNG_01.png
Immagini/Pag116_L116_PNG_02.png
Immagini/Pag116_L116_PNG_03.png
Immagini/Pag116_L116_PNG_04.png
Immagini/Pag116_L116_PNG_05.png
Immagini/Pag117_L117_PNG_01.png
Immagini/Pag117_L117_PNG_02.png
Immagini/Pag117_L117_PNG_03.png
Immagini/Pag117_L117_PNG_04.png
Immagini/Pag118_L118_PNG_01.png
Immagini/Pag118_L118_PNG_02.png
Immagini/Pag118_L118_PNG_03.png
Immagini/Pag118_L118_PNG_04.png
Immagini/Pag118_L118_PNG_05.png
Immagini/Pag119_L119_PNG_01.png
Immagini/Pag119_L119_PNG_02.png
Immagini/Pag119_L119_PNG_03.png
Immagini/Pag119_L119_PNG_04.png
Immagini/Pag120_L120_PNG_01.png
Immagini/Pag120_L120_PNG_02.png
Immagini/Pag120_L120_PNG_03.png
Immagini/Pag121_L121_PNG_01.png
Immagini/Pag121_L121_PNG_02.png
Immagini/Pag121_L121_PNG_03.png
Immagini/Pag121_L121_PNG_04.png
Immagini/Pag122_L122_PNG_01.png
Immagini/Pag122_L122_PNG_02.png
Immagini/Pag122_L122_PNG_03.png
Immagini/Pag122_L122_PNG_04.png
Immagini/Pag122_L122_PNG_05.png
Immagini/Pag122_L122_PNG_06.png
Immagini/Pag123_L123_PNG_01.png
Immagini/Pag123_L123_PNG_02.png
Immagini/Pag124_L124_PNG_01.png
Immagini/Pag124_L124_PNG_02.png
Immagini/Pag124_L124_PNG_03.png
Immagini/Pag124_L124_PNG_04.png
Immagini/Pag124_L124_PNG_05.png
Immagini/Pag125_L125_PNG_01.png
Immagini/Pag125_L125_PNG_02.png
Immagini/Pag125_L125_PNG_03.png
Immagini/Pag126_L126_PNG_01.png
Immagini/Pag126_L126_PNG_02.png
Immagini/Pag126_L126_PNG_03.png
Immagini/Pag126_L126_PNG_04.png
Immagini/Pag126_L126_PNG_05.png
Immagini/Pag127_L127_PNG_01.png
Immagini/Pag127_L127_PNG_02.png
Immagini/Pag127_L127_PNG_03.png
Immagini/Pag128_L128_PNG_01.png
Immagini/Pag128_L128_PNG_02.png
Immagini/Pag128_L128_PNG_03.png
Immagini/Pag128_L128_PNG_04.png
Immagini/Pag128_L128_PNG_05.png
Immagini/Pag129_L129_PNG_01.png
Immagini/Pag129_L129_PNG_02.png
Immagini/Pag129_L129_PNG_03.png
Immagini/Pag130_L130_PNG_01.png
Immagini/Pag130_L130_PNG_02.png
Immagini/Pag130_L130_PNG_03.png
Immagini/Pag130_L130_PNG_04.png
Immagini/Pag130_L130_PNG_05.png
Immagini/Pag131_L131_PNG_01.png
Immagini/Pag131_L131_PNG_02.png
Immagini/Pag131_L131_PNG_03.png
Immagini/Pag132_L132_PNG_01.png
Immagini/Pag132_L132_PNG_02.png
Immagini/Pag132_L132_PNG_03.png
Immagini/Pag132_L132_PNG_04.png
Immagini/Pag132_L132_PNG_05.png
Immagini/Pag133_L133_Mappe_01.png
Immagini/Pag134_L134_Mappe_01.png
Immagini/Pag135_L135_Mappe_01.png
Immagini/Pag136_L136_Mappe_01.png
Immagini/Pag137_L137_La Damigella Circondata  di Farfalle_01.png
Immagini/Pag139_L139_La Damigella Circondata  di Farfalle_01.png
Immagini/Pag140_L140_La Damigella Circondata  di Farfalle_01.png
Immagini/Pag142_L142_La Damigella Circondata  di Farfalle_01.png
Immagini/Pag143_L143_La Damigella Circondata  di Farfalle_01.png
Immagini/Pag144_L144_La Damigella Circondata  di Farfalle_01.png
Immagini/Pag144_L144_La Damigella Circondata  di Farfalle_02.png
Immagini/Pag146_L146_PNG_01.png
Immagini/Pag146_L146_PNG_02.png
Immagini/Pag146_L146_PNG_03.png
Immagini/Pag146_L146_PNG_04.png
Immagini/Pag146_L146_PNG_05.png
Immagini/Pag146_L146_PNG_06.png
Immagini/Pag147_L147_PNG_01.png
Immagini/Pag147_L147_PNG_02.png
Immagini/Pag147_L147_PNG_03.png
Immagini/Pag147_L147_PNG_04.png
Immagini/Pag147_L147_PNG_05.png
Immagini/Pag147_L147_PNG_06.png
Immagini/Pag147_L147_PNG_07.png
Immagini/Pag147_L147_PNG_08.png
Immagini/Pag147_L147_PNG_09.png
Immagini/Pag147_L147_PNG_10.png
Immagini/Pag148_L148_PNG_01.png
Immagini/Pag148_L148_PNG_02.png
Immagini/Pag148_L148_PNG_03.png
Immagini/Pag148_L148_PNG_04.png
Immagini/Pag149_L149_PNG_01.png
Immagini/Pag149_L149_PNG_02.png
Immagini/Pag149_L149_PNG_03.png
Immagini/Pag149_L149_PNG_04.png
Immagini/Pag149_L149_PNG_05.png
Immagini/Pag149_L149_PNG_06.png
Immagini/Pag149_L149_PNG_07.png
Immagini/Pag149_L149_PNG_08.png
Immagini/Pag150_L150_PNG_01.png
Immagini/Pag150_L150_PNG_02.png
Immagini/Pag150_L150_PNG_03.png
Immagini/Pag150_L150_PNG_04.png
Immagini/Pag150_L150_PNG_05.png
Immagini/Pag150_L150_PNG_06.png
Immagini/Pag150_L150_PNG_07.png
Immagini/Pag152_L152_PNG_01.png
Immagini/Pag152_L152_PNG_02.png
Immagini/Pag152_L152_PNG_03.png
Immagini/Pag152_L152_PNG_04.png
Immagini/Pag152_L152_PNG_05.png
Immagini/Pag152_L152_PNG_06.png
Immagini/Pag152_L152_PNG_07.png
Immagini/Pag152_L152_PNG_08.png
Immagini/Pag152_L152_PNG_09.png
Immagini/Pag153_L153_PNG_01.png
Immagini/Pag154_L154_PNG_01.png
Immagini/Pag154_L154_PNG_02.png
Immagini/Pag154_L154_PNG_03.png
Immagini/Pag154_L154_PNG_04.png
Immagini/Pag154_L154_PNG_05.png
Immagini/Pag154_L154_PNG_06.png
Immagini/Pag155_L155_PNG_01.png
Immagini/Pag155_L155_PNG_02.png
Immagini/Pag155_L155_PNG_03.png
Immagini/Pag156_L156_Mappe_01.png
Immagini/Pag157_L157_Mappe_01.png
Immagini/Pag158_L158_Mappe_01.png
Immagini/Pag159_L159_Mappe_01.png
Immagini/Pag160_L160_Mappe_01.png
Immagini/Pag161_L161_Mappe_01.png
Immagini/Pag162_L162_Mappe_01.png
Immagini/Pag163_L163_Mappe_01.png
Immagini/Pag164_L164_Mappe_01.png
Immagini/Pag165_L165_Armi e Oggetti_01.png
Immagini/Pag165_L165_Armi e Oggetti_02.png
Immagini/Pag165_L165_Armi e Oggetti_03.png
Immagini/Pag165_L165_Armi e Oggetti_04.png
Immagini/Pag165_L165_Armi e Oggetti_05.png
Immagini/Pag165_L165_Armi e Oggetti_06.png
Immagini/Pag165_L165_Armi e Oggetti_07.png
Immagini/Pag165_L165_Armi e Oggetti_08.png
Immagini/Pag166_L166_Incantesimi_01.png
Immagini/Pag166_L166_Incantesimi_02.png
Immagini/Pag166_L166_Incantesimi_03.png
Immagini/Pag166_L166_Incantesimi_04.png
Immagini/Pag166_L166_Incantesimi_05.png
Immagini/Pag166_L166_Incantesimi_06.png
Immagini/Pag167_L167_Gnomi_01.png
Immagini/Pag167_L167_Gnomi_02.png
Immagini/Pag167_L167_Gnomi_03.png
Immagini/Pag167_L167_Gnomi_04.png
Immagini/Pag167_L167_Gnomi_05.png
Immagini/Pag168_L168_Vran_01.png
Immagini/Pag169_L169_Bobolak_01.png
Immagini/Pag170_L170_Bobolak_01.png
Immagini/Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_01.png
Immagini/Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_02.png
Immagini/Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_03.png
Immagini/Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_04.png
Immagini/Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_05.png
Immagini/Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_06.png
Immagini/Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_07.png
Immagini/Pag171_L171_Dandelion, Flagello di Draghi e Donzelle_08.png
Immagini/Pag172_L172_Dandelion, Flagello di Draghi e Donzelle_01.png
Immagini/Pag173_L173_Dandelion, Flagello di Draghi e Donzelle_01.png
Immagini/Pag173_L173_Dandelion, Flagello di Draghi e Donzelle_02.png
Immagini/Pag174_L174_Dandelion, Flagello di Draghi e Donzelle_01.png
Immagini/Pag175_L175_Dandelion, Flagello di Draghi e Donzelle_01.png
Immagini/Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_01.png
Immagini/Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_02.png
Immagini/Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_03.png
Immagini/Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_04.png
Immagini/Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_05.png
Immagini/Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_06.png
Immagini/Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_07.png
Immagini/Pag176_L176_Dandelion, Flagello di Draghi e Donzelle_08.png
Testi/Pag001_L1_SenzaSezione.txt
Testi/Pag003_L3_Sommario.txt
Testi/Pag005_L5_Libro dei Racconti.txt
Testi/Pag006_L6_I Sei Racconti.txt
Testi/Pag007_L7_Sotto il Ghiaccio.txt
Testi/Pag016_L16_La Bestia del Lago Tankred.txt
Testi/Pag018_L18_PNG.txt
Testi/Pag020_L20_Mappe.txt
Testi/Pag025_L25_Nell’Alderwood.txt
Testi/Pag034_L34_Silvano.txt
Testi/Pag036_L36_Pardus di Korath.txt
Testi/Pag049_L49_Fredde Menzogne.txt
Testi/Pag071_L71_Omicidio a Maribor.txt
Testi/Pag095_L95_Nell’Arena.txt
Testi/Pag111_L111_Oritteropo.txt
Testi/Pag112_L112_Gigascorpione.txt
Testi/Pag137_L137_La Damigella Circondata  di Farfalle.txt
Testi/Pag165_L165_Armi e Oggetti.txt
Testi/Pag166_L166_Incantesimi.txt
Testi/Pag167_L167_Gnomi.txt
Testi/Pag168_L168_Vran.txt
Testi/Pag169_L169_Bobolak.txt
Testi/Pag171_L171_Dandelion, Flagello di Draghi e Donzelle.txt
